video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y2Viydoqs590,Music; Progressive rock; Heavy metal; Drum; Punk rock; Musical instrument; Grunge; Drum kit; Rock music; Bass drum,Rock music; Punk rock; Progressive rock; Psychedelic rock,0.671,3,10,4
Y2VjbDttFK44,"Speech; Laughter; Chuckle, chortle; Gargling",Finger snapping,0.648,0,4,1
Y2VnxG-9LHh0,Steam whistle; Train whistle; Whistle; Steam; Hiss; Train,Toot,0.620,0,6,1
Y2vQTq4QLP8U,Music; Afrobeat; Music of Africa,Music; Funny music,0.658,1,3,2
Y2vSF2Yh6o_k,"Speech; Animal; Outside, rural or natural; Domestic animals, pets; Dog; Horse","Rodents, rats, mice; Patter",0.656,0,6,2
Y2VuKP6zZDDc,"Speech; Belly laugh; Baby laughter; Laughter; Giggle; Inside, small room; Child speech, kid speaking","Speech; Baby laughter; Inside, small room",0.646,3,7,3
Y2vvtR9Xwzp0,"Vehicle; Aircraft; Fixed-wing aircraft, airplane; Aircraft engine; Jet engine; Helicopter; Propeller, airscrew; Outside, urban or manmade","Vehicle; Aircraft; Aircraft engine; Fixed-wing aircraft, airplane",0.670,4,8,4
Y2vYkvwD-fkc,"Harmonica; Music; Wind instrument, woodwind instrument; Musical instrument","Wind instrument, woodwind instrument; Harmonica",0.641,2,4,2
Y2vzUFWykARU,Toilet flush; Water; Fill (with liquid); Vehicle,Water; Toilet flush,0.657,2,4,2
Y2v_KyNpsyKs,Ambulance (siren); Siren; Emergency vehicle; Police car (siren); Car alarm,Emergency vehicle; Ambulance (siren); Siren,0.644,3,5,3
Y2W27eT4HqtE,"Music; Marimba, xylophone; Glockenspiel; Mallet percussion",Screaming; Music,0.676,1,4,2
Y2W4dw8XuetE,"Speech; Music; Rowboat, canoe, kayak; Boat, Water vehicle; Vehicle","Wind; Wind noise (microphone); Boat, Water vehicle; Rowboat, canoe, kayak",0.715,2,5,4
Y2wBXDZaCJ3Q,"Water tap, faucet; Sink (filling or washing); Water; Speech; Inside, small room","Water; Water tap, faucet; Sink (filling or washing)",0.697,3,5,3
Y2Wd2wqMzDYc,Gasp; Speech; Breathing; Snort; Sigh,Speech; Breathing,0.671,2,5,2
Y2WDuMKh0Igg,"Vehicle; Car; Train; Ship; Rail transport; Outside, urban or manmade; Railroad car, train wagon; Motor vehicle (road); Boat, Water vehicle",Foghorn,0.684,0,9,1
Y2WfJBpN4elI,"Speech; Music; Child speech, kid speaking; Inside, small room",Speech; Oink; Music,0.653,2,4,3
Y2wGpeTasJLA,Whale vocalization; Music; Ambient music; Electronic music,Whale vocalization,0.659,1,4,1
Y2wGvpfAkly0,Child singing; Singing; Female singing; Hands; Music,Child singing,0.670,1,5,1
Y2wIrHCaxBNU,"Insect; Fly, housefly; Bee, wasp, etc.; Mosquito; Speech","Insect; Mosquito; Fly, housefly",0.685,3,5,3
Y2Wk4Y3_dMuc,Music; Door; Cupboard open or close; Drawer open or close,Drawer open or close,0.666,1,4,1
Y2wm96HRMTA8,"Music; Musical instrument; Keyboard (musical); Piano; Marimba, xylophone; Electric piano; Vibraphone",Chirp tone,0.653,0,7,1
Y2Wr7o5BG6e0,Speech; Whispering; Clicking,Speech; Whispering,0.660,2,3,2
Y2WTk_j_fivY,Vehicle; Speech; Music,Speech; Vehicle; Reversing beeps,0.667,2,3,3
Y2WxUIkF2zEw,"Water tap, faucet; Water; Music; Bathtub (filling or washing); Sink (filling or washing); Gush; Speech; Fill (with liquid)",Music; Water; Gush,0.640,3,8,3
Y2WXvLj5TCKw,Speech; Music; Sizzle; Stir,Sizzle,0.694,1,4,1
Y2x4694ExyCU,Music; Musical instrument; Guitar; Plucked string instrument; Heavy metal; Angry music; Rock music,Music; Angry music,0.701,2,7,2
Y2xBIHi3oqy4,"Speech; Narration, monologue; Male speech, man speaking; Female speech, woman speaking; Chuckle, chortle","Speech; Female speech, woman speaking; Chuckle, chortle",0.682,3,5,3
Y2XFrBXTnNY8,"Animal; Dog; Domestic animals, pets; Bark; Bow-wow; Canidae, dogs, wolves; Yip","Animal; Domestic animals, pets; Bark; Bird; Crow",0.639,3,7,5
Y2xGRCsW6-Bk,Music; Rattle (instrument); Musical instrument; Music of Latin America; Singing,Music; Rattle (instrument),0.659,2,5,2
Y2XictKgGPnM,Throat clearing; Cough,Throat clearing,0.577,1,2,1
Y2XK3vXa-wgw,Music,Animal; Horse; Clip-clop; Music,0.640,1,1,4
Y2XnrT4pM_6A,Vehicle; Music; Car; Motorcycle,Hum; Static; Mains hum,0.699,0,4,3
Y2xQuWif8axE,Music; Guitar; Plucked string instrument; Musical instrument; Electric guitar; Strum; Bass guitar; Tapping (guitar technique),Music; Electric guitar; Distortion; Cacophony,0.662,2,8,4
Y2XR54m3kvn8,"Speech; Outside, rural or natural; Animal; Pig; Cricket; Insect",Patter,0.659,0,6,1
Y2xtOqrNKH5s,Music; Electronic music; Electronic dance music; Techno,Music; Clatter,0.638,1,4,2
Y2y7aiiaJPf8,"Water; Liquid; Water tap, faucet; Fill (with liquid); Sink (filling or washing); Drip; Bathtub (filling or washing)","Dishes, pots, and pans; Cutlery, silverware",0.676,0,7,2
Y2YAyM0aHFRU,Music; Singing; Music of Latin America; Speech,Music; Music of Latin America; Wedding music,0.653,2,4,3
Y2yllw7g5EkU,Computer keyboard; Typing; Clicking,Biting,0.680,0,3,1
Y2Yo0MGR2kmA,"Bagpipes; Wind instrument, woodwind instrument; Speech; Music",Speech; Music; Ukulele; Bagpipes,0.697,3,4,4
Y2YQPwRLB1s0,Music; Speech,Music; Zipper (clothing),0.651,1,2,2
Y2yrL0F_0UGc,Dial tone; Busy signal,Busy signal; Sound effect,0.504,1,2,2
Y2yumaMbGybU,Music; Music of Bollywood; Folk music; Musical instrument; Bagpipes,"Wind instrument, woodwind instrument; Bagpipes",0.638,1,5,2
Y2YW7WBtqzzQ,"Music; Speech; Roar; Grunt; Burping, eructation; Skateboard","Burping, eructation",0.680,1,6,1
Y2Yx2hU9uv40,"Vehicle; Wind; Wind noise (microphone); Outside, rural or natural; Boat, Water vehicle",Speech; Gurgling,0.657,0,5,2
Y2yX9079mMB4,"Cat; Animal; Domestic animals, pets; Speech; Meow; Caterwaul; Roaring cats (lions, tigers); Music","Speech; Animal; Domestic animals, pets; Cat; Meow",0.695,5,8,5
Y2YXcqoFlYFY,"Fireworks; Firecracker; Speech; Outside, urban or manmade; Crowd",Fireworks,0.646,1,5,1
Y2Y_7sGgczAU,"Speech; Cash register; Sewing machine; Coin (dropping); Typewriter; Inside, small room",Speech; Cash register,0.683,2,6,2
Y2z5yJ2qa_5I,"Vehicle; Car; Accelerating, revving, vroom; Car passing by; Motor vehicle (road); Race car, auto racing",Car passing by,0.618,1,6,1
Y2z9i0KS7WR8,Music; Singing; Christian music,Music of Asia,0.635,0,3,1
Y2zAUcAhX5wQ,"Squeak; Speech; Inside, small room",Speech; Squeak,0.672,2,3,2
Y2ZB7DUGOdZw,Music; Rock music; Musical instrument; Vehicle; Guitar; Electronic music; Heavy metal; Plucked string instrument,Buzz; Music,0.647,1,8,2
Y2ZbuPK4b41I,"Speech; Music; Child speech, kid speaking; Children playing; Television; Child singing; Inside, small room; Singing",Speech; Laughter; Music; Funny music; Television,0.665,3,8,5
Y2zdYIRTUQYE,"Speech; Shatter; Breaking; Music; Inside, small room",Speech; Shatter,0.651,2,5,2
Y2zec0wuZgLE,Speech; Cash register,Speech; Drawer open or close,0.665,1,2,2
Y2ZfthfWQowE,Music; Video game music; Theme music; Soundtrack music; Background music,Music; Single-lens reflex camera,0.650,1,5,2
Y2zFwh2eRu0s,Speech; Music,Speech; Music; Drip,0.663,2,2,3
Y2ZgEbNi--8Q,"Music; Electronic music; Speech; Electric shaver, electric razor; Dubstep",Music; Electronic music; Dubstep; Field recording,0.671,3,5,4
Y2ZhiOvhUTGA,Vehicle; Engine; Engine knocking; Idling; Vibration; Car; Medium engine (mid frequency),"Boat, Water vehicle; Motorboat, speedboat",0.652,0,7,2
Y2ZHLMmZB-HQ,Chant; Mantra; Music; Vocal music; A capella; Singing; Choir,Chant,0.681,1,7,1
Y2zjtZYqg3Ow,Music; Drum and bass; Electronic music; Dubstep,Music; Soul music; Drum and bass; Electronica,0.656,2,4,4
Y2zKyMjBnL0Y,Speech; Sigh; Gasp; Breathing,Sigh,0.687,1,4,1
Y2ZNKLUHeJtg,"Cello; Double bass; Music; Bowed string instrument; Pizzicato; Musical instrument; Plucked string instrument; Guitar; Violin, fiddle; Harp",Bowed string instrument; Cello; Double bass,0.665,3,10,3
Y2zO-nlygkFo,"Speech; Flamenco; Thump, thud; Music; Tap; Music of Latin America; Clapping",Speech; Applause; Music; Tap,0.645,3,7,4
Y2ZogsGp-T4o,"Music; Ukulele; Musical instrument; Plucked string instrument; Mandolin; Inside, small room; Guitar",Music; Mandolin,0.685,2,7,2
Y2Zqhv2v3bdI,Scissors; Single-lens reflex camera; Silence; Camera,Scissors,0.625,1,4,1
Y2zvRxVypSC8,"Rodents, rats, mice; Patter; Animal; Tick-tock; Tick",Animal; Crow,0.642,1,5,2
Y2zwNVAyInxs,"Fire engine, fire truck (siren); Vehicle; Emergency vehicle; Truck; Siren; Car; Accelerating, revving, vroom; Engine; Motor vehicle (road)","Emergency vehicle; Fire engine, fire truck (siren); Siren",0.625,3,9,3
Y2_9WJSzV6fw,Speech,Raindrop,0.660,0,1,1
Y2_a-Yh5FTaE,Vehicle; Aircraft; Hum,Sound effect,0.673,0,3,1
Y2_cTS4ctWtE,Music; Opera; Orchestra; Brass instrument; Singing; Musical instrument; French horn; Speech; Classical music; Trumpet,Orchestra; Brass instrument; French horn,0.672,3,10,3
Y2_HheXrvjA0,"Outside, rural or natural; Single-lens reflex camera; Camera; Chirp, tweet",Animal; Pig,0.670,0,4,2
Y2_kLD3IbF2c,Music; Frog; Car,Music; Foghorn,0.656,1,3,2
Y2_RltCGlGOA,Music; Piano; Musical instrument; Keyboard (musical); Electric piano; Lullaby,Keyboard (musical); Piano; Electric piano,0.665,3,6,3
Y2_SKjq21NTI,"Music; Wind instrument, woodwind instrument; Saxophone; Clarinet; Musical instrument; Flute","Wind instrument, woodwind instrument; Clarinet",0.661,2,6,2
Y2_Vk3tmqz-0,Music; Country; Singing; Bluegrass; Jingle (music); Christian music,Music; Traditional music,0.674,1,6,2
Y2_wwe6Fs97o,"Vehicle; Helicopter; Aircraft; Jackhammer; Music; Propeller, airscrew",Rattle,0.665,0,6,1
Y2__RQYoZrjI,"Vehicle; Printer; Speech; Sliding door; Power windows, electric windows; Car","Vehicle; Power windows, electric windows",0.646,2,6,2
Y2__T6Q8rCCA,"Insect; Fly, housefly; Bee, wasp, etc.; Cricket; Vehicle; Mosquito","Insect; Fly, housefly; Bee, wasp, etc.",0.665,3,6,3
Y3-a8i_MEUl8,Music,Music; Vehicle; Bicycle; Skateboard,0.671,1,1,4
Y3Aa_0OnEwXM,"Flute; Music; Whistle; Wind instrument, woodwind instrument; Musical instrument",Whistle,0.685,1,5,1
Y3Ab0sgelCEw,Busy signal; Dial tone; Buzzer,Busy signal; Buzzer,0.623,2,3,2
Y3AcKnYk_cLY,"Music; Burping, eructation","Boat, Water vehicle; Motorboat, speedboat",0.681,0,2,2
Y3ad_9-lnDiQ,Sonar; Music; Electronic music,Music; Eruption,0.660,1,3,2
Y3AFdUihWPCk,"Speech; Outside, rural or natural",Rustle,0.654,0,2,1
Y3AFia3Uo0TQ,"Speech; Hubbub, speech noise, speech babble; Music; Chatter; Outside, urban or manmade","Speech; Hubbub, speech noise, speech babble; Outside, urban or manmade",0.672,3,5,3
Y3AJuHcjE31w,Cheering; Crowd; Speech; Children shouting; Music; Whoop,Children shouting; Cheering; Crowd,0.708,3,6,3
Y3aM1Kt1sO5s,"Speech; Wail, moan; Animal; Outside, rural or natural",Speech; Squeak,0.674,1,4,2
Y3ANlPU9YFmw,Speech; Music,Frog; Croak,0.673,0,2,2
Y3AwevAQzwcs,"Animal; Cat; Domestic animals, pets; Meow; Caterwaul",Meow; Caterwaul,0.664,2,5,2
Y3AzacBprTzU,"Animal; Dog; Domestic animals, pets; Bark; Bow-wow; Canidae, dogs, wolves; Speech; Yip; Whimper (dog); Growling","Speech; Animal; Domestic animals, pets; Dog; Bark; Whimper (dog)",0.684,6,10,6
Y3B0WbwAkByI,Speech; Laughter; Belly laugh; Baby laughter; Giggle; Hiccup,"Chuckle, chortle",0.648,0,6,1
Y3b3s0TvjGwA,Music; Sonar; Throbbing,Music; Sonar,0.650,2,3,2
Y3bg0iy-ypcw,Music; Singing; Christmas music; Musical instrument,Music; Jazz,0.672,1,4,2
Y3bGqkpfyk6k,Rub; Filing (rasp); Wood; Sawing,Sawing; Wood; Rub,0.647,3,4,3
Y3BM0gDnXzoo,"Music; Singing; Shout; Guitar; Musical instrument; Speech; Plucked string instrument; Inside, large room or hall; Electric guitar; Strum",Shout; Bellow; Yell; Music,0.652,2,10,4
Y3c-vZ4GpIKs,"Speech; Vehicle; Boat, Water vehicle",Speech; Squish,0.660,1,3,2
Y3ClbaJYWVO4,"Music; Guitar; Musical instrument; Plucked string instrument; Effects unit; Reverberation; Chorus effect; Electric guitar; Steel guitar, slide guitar; Inside, small room",Music; Musical instrument; Plucked string instrument; Guitar; Electric guitar; Effects unit; Echo,0.676,6,10,7
Y3CnwUQZ6q78,"Dishes, pots, and pans; Cutlery, silverware; Hammer; Speech; Wood",Hammer,0.661,1,5,1
Y3cRk33vPkAU,"Whale vocalization; Animal; Vehicle; Wild animals; Roaring cats (lions, tigers); Roar; Car",Stomach rumble,0.660,0,7,1
Y3cwciEOpQ-c,Speech; Music; Bleat; Sheep; Animal; Goat,Speech; Goat; Music; Music for children,0.654,3,6,4
Y3CZ1i2_tKn0,"Animal; Dog; Domestic animals, pets; Bark; Bow-wow; Canidae, dogs, wolves; Whimper (dog); Yip; Howl",Yip,0.648,1,9,1
Y3d6ismCJdos,"Gunshot, gunfire; Machine gun; Cap gun","Gunshot, gunfire; Cap gun",0.661,2,3,2
Y3d9geu1pBAc,Silence; Music,White noise,0.645,0,2,1
Y3dgg5f9CyP4,Music; Singing; Choir; Musical instrument; Gospel music; Vocal music,Choir; Music; Tap,0.673,2,6,3
Y3DltVi8aMh4,"Speech; Pant; Dog; Snicker; Animal; Domestic animals, pets; Chuckle, chortle; Laughter",Pant,0.672,1,8,1
Y3DMExvlPy-o,Music; Speech; Music for children,Speech; Music; Television,0.719,2,3,3
Y3dUo62RsD00,Music; Drum kit; Drum; Rock music; Musical instrument; Bass drum; Guitar; Percussion; Rimshot; Snare drum,Music; Field recording,0.699,1,10,2
Y3e927DjM6Iw,"Music; Boom; Gunshot, gunfire; Fusillade",Speech; Music; Boom,0.711,2,4,3
Y3eBoAlHnttY,Music; A capella; Singing; Vocal music; Hands; Clapping,Choir; Female singing; Music,0.742,1,6,3
Y3EcfiEc08zY,Music; Electronic music; Speech; Musical instrument,Clapping,0.651,0,4,1
Y3EE5WKQMBek,"Chicken, rooster; Crowing, cock-a-doodle-doo; Fowl; Speech; Cluck; Bird","Fowl; Chicken, rooster; Crowing, cock-a-doodle-doo",0.650,3,6,3
Y3EHq6q_zHjE,"Bird vocalization, bird call, bird song; Chirp, tweet; Bird; Environmental noise; Outside, rural or natural; Animal; Insect; Speech; Domestic animals, pets",Bird; Environmental noise,0.699,2,9,2
Y3EmkrsJvbBU,Singing; Vocal music; Chant; A capella; Mantra; Music,Chant,0.710,1,6,1
Y3EtbIWF_ynU,"Music; Musical instrument; Clarinet; Classical music; Violin, fiddle; Orchestra; Brass instrument; Bowed string instrument; Saxophone; Piano",Music; Traditional music,0.687,1,10,2
Y3Ev_k__U3Io,"Speech; Water; Water tap, faucet; Sink (filling or washing); Inside, small room; Liquid; Drip",Speech; Water; Drip,0.692,3,7,3
Y3F9Qszr4j1Q,"Flute; Music; Wind instrument, woodwind instrument; Whistle; Musical instrument","Wind instrument, woodwind instrument; Flute",0.669,2,5,2
Y3Fc9mqg4pJw,Ringtone; Music; Telephone; Telephone bell ringing; Alarm clock,"Ice cream truck, ice cream van",0.643,0,5,1
Y3FE8b0QVvsM,Harpsichord; Music; Keyboard (musical); Piano; Musical instrument,Keyboard (musical); Harpsichord,0.683,2,5,2
Y3FhjfPkNp-w,Speech synthesizer; Speech,Speech; Speech synthesizer,0.679,2,2,2
Y3fnVQT2TnJs,Rub; Wood; Sawing; Vehicle; Hammer,Sanding; Rub,0.710,1,5,2
Y3FPdOrrWJt8,Speech; Music; Boing; Plop,"Whoosh, swoosh, swish",0.664,0,4,1
Y3fqWosszpnE,Music; Singing; Speech,Music; Tap,0.658,1,3,2
Y3FYXBkD5bYk,"Vehicle; Bus; Truck; Train; Car; Rail transport; Railroad car, train wagon","Electric shaver, electric razor",0.676,0,7,1
Y3G5r3CSLteY,Speech; Hum; Mains hum,Hum; Mains hum,0.652,2,3,2
Y3GbIhQLCH9I,"Neigh, whinny; Horse; Music; Speech; Animal; Clip-clop; Roar","Speech; Animal; Horse; Neigh, whinny; Music",0.663,5,7,5
Y3gCD4JFbxuo,Baby laughter; Laughter; Speech; Belly laugh,Laughter; Baby laughter,0.700,2,4,2
Y3gjFMkV2ucY,Accordion; Music; Musical instrument; Traditional music,Accordion,0.650,1,4,1
Y3gR0QBgrzYQ,Engine; Vehicle; Car; Engine knocking,Vacuum cleaner,0.669,0,4,1
Y3GtvLj8K1F4,"Harmonica; Music; Wind instrument, woodwind instrument; Musical instrument; Accordion","Wind instrument, woodwind instrument; Harmonica",0.668,2,5,2
Y3gwZdkjpPds,Music; Singing; Opera; Speech,Music; Opera,0.637,2,4,2
Y3Gyi7AvDLzc,Music; Banjo; Bluegrass; Musical instrument; Plucked string instrument; Country; Guitar; Singing; Bowed string instrument,Music; Banjo; Bluegrass,0.675,3,9,3
Y3g_GUoCbzTc,Speech; Gasp,Speech; Gasp,0.704,2,2,2
Y3h-9ltE4t9c,"Arrow; Gunshot, gunfire",Arrow,0.701,1,2,1
Y3H3261x-QgI,Animal; Vehicle,Bleat; Sheep,0.642,0,2,2
Y3h8PzeGp2RQ,"Stir; Sizzle; Frying (food); Dishes, pots, and pans; Speech; Wood; Cutlery, silverware; Hammer",Chopping (food),0.687,0,8,1
Y3HDJFsi9S0c,"Mechanical fan; Inside, small room; Air conditioning",Single-lens reflex camera,0.687,0,3,1
Y3HfgmWYXlvo,"Vehicle; Power tool; Tools; Chainsaw; Engine; Car; Accelerating, revving, vroom",Engine; Medium engine (mid frequency); Idling,0.684,1,7,3
Y3hIqesIVX-c,Music; Speech,Church bell,0.629,0,2,1
Y3hLxPQpmfQo,"Vehicle; Car; Race car, auto racing; Accelerating, revving, vroom; Motor vehicle (road); Tire squeal; Outside, urban or manmade",Vehicle; Motor vehicle (road); Car; Skidding; Tire squeal,0.672,4,7,5
Y3h_Y5S3zdas,Music; Singing; Folk music; Music of Bollywood,"Wind instrument, woodwind instrument; Flute",0.673,0,4,2
Y3i0GlkevMuQ,"Moo; Cattle, bovinae; Livestock, farm animals, working animals","Livestock, farm animals, working animals; Cattle, bovinae; Moo",0.640,3,3,3
Y3I3HZLx23E0,Music; Musical instrument; Tambourine; Speech; Maraca; Percussion; Drum,Music; Tambourine; Maraca,0.645,3,7,3
Y3id3zRRZBVM,Cough; Throat clearing,Cough,0.676,1,2,1
Y3IdazIWh2Ew,"Animal; Domestic animals, pets; Dog; Howl; Whimper (dog); Yip; Canidae, dogs, wolves; Bow-wow; Speech",Howl,0.645,1,9,1
Y3InTvnjfheM,"Speech; Slap, smack","Slap, smack",0.625,1,2,1
Y3iQ_xRurgS8,"Neigh, whinny; Horse; Animal; Speech; Clip-clop","Speech; Neigh, whinny",0.690,2,5,2
Y3iSvKVoA8aM,Sanding; Rub; Wood,Sanding; Rub,0.741,2,3,2
Y3IW7578PicA,"Stir; Sizzle; Frying (food); Dishes, pots, and pans; Speech",Frying (food); Stir; Sizzle,0.689,3,5,3
Y3IwOig7sw6c,Chainsaw; Power tool; Wood; Tools; Sawing; Rub,Chainsaw,0.669,1,6,1
Y3IX29m1L9UY,Grunt; Speech; Music; Yell; Whoop; Groan,Speech; Whoop,0.710,2,6,2
Y3Jc3uW-Lcs0,Music; Electronic music; Techno; Speech; House music; Singing; Dubstep,Speech; Music; Traditional music; Dance music,0.711,2,7,4
Y3juGfzF29Sc,"Music; Marimba, xylophone; Musical instrument; Ringtone; Percussion; Glockenspiel",Speech; Music; Vibraphone; Ringtone,0.657,2,6,4
Y3JYQgXudiH8,Music; Music of Africa; Afrobeat; Reggae; Singing,Music; Music of Africa; Afrobeat,0.674,3,5,3
Y3JZbfcbZaoM,Vehicle; Engine; Idling; Truck; Medium engine (mid frequency); Car,Heavy engine (low frequency); Engine knocking,0.657,0,6,2
Y3k8zGf8Btfo,Drum; Drum kit; Percussion; Bass drum; Music; Snare drum; Rimshot; Drum roll; Musical instrument; Cymbal,Percussion; Drum kit; Drum; Snare drum; Rimshot; Drum roll; Bass drum; Wood block,0.654,7,10,8
Y3kaCL9Zu7NY,"Music; Musical instrument; Bluegrass; Country; Guitar; Violin, fiddle; Plucked string instrument; Bowed string instrument","Zither; Bowed string instrument; Violin, fiddle; Pizzicato",0.654,2,8,4
Y3Kb4RHaZpxo,Telephone bell ringing; Telephone; Ringtone,Telephone bell ringing,0.548,1,3,1
Y3KFW9XGD7hc,Sanding; Rub; Wood,Sanding; Rub,0.668,2,3,2
Y3klIBnvMYhg,"Speech; Water; Water tap, faucet; Sink (filling or washing); Inside, small room; Bathtub (filling or washing)",Speech; Gurgling,0.652,1,6,2
Y3kSQNjfJnN8,Theremin; Music; Flute; Humming; Musical instrument,Music; Theremin,0.671,2,5,2
Y3KwulXmBX-8,"Speech; Screaming; Child speech, kid speaking; Baby cry, infant cry; Inside, small room; Crying, sobbing","Baby cry, infant cry",0.685,1,6,1
Y3kx-UhywUf0,Speech; Vacuum cleaner; Hair dryer; Blender; Tools,Vacuum cleaner,0.655,1,5,1
Y3kXukXBvDQQ,Music; Speech,Sigh; Music,0.653,1,2,2
Y3lFZ-QSUeHo,Music; Electronic music,"Whoosh, swoosh, swish",0.622,0,2,1
Y3LiCT1BSrgQ,Vehicle; Reversing beeps; Truck,"Vehicle; Reversing beeps; Outside, urban or manmade",0.664,2,3,3
Y3_54-fv4bQE,"Vehicle; Car; Race car, auto racing; Speech; Skidding; Tire squeal; Music; Crowd; Cheering; Motor vehicle (road)",Speech; Vehicle; Air brake,0.667,2,10,3
Y3_A0AP3Xh9s,Drum; Drum kit; Bass drum; Snare drum; Music; Rimshot; Percussion; Musical instrument; Cymbal; Hi-hat,Percussion; Drum kit; Drum; Snare drum; Rimshot; Bass drum; Cymbal; Hi-hat,0.667,8,10,8
Y3_M9ZMo5TiU,"Speech; Child speech, kid speaking; Inside, small room; Music",Music; Theremin,0.667,1,4,2
Y3_OLj6XChvM,"Vehicle; Car; Music; Speech; Engine starting; Engine; Medium engine (mid frequency); Idling; Accelerating, revving, vroom; Motor vehicle (road)",Music; Vehicle; Car; Engine; Medium engine (mid frequency); Engine starting,0.663,6,10,6
Y3_PWk-CZaAU,"Speech; Fart; Mosquito; Insect; Fly, housefly; Chainsaw; Jackhammer",Hum; Mains hum,0.691,0,7,2
